Date,High,Low,Open,Close,Volume,Adj Close
1975-01-02,70.91999816894531,68.6500015258789,68.6500015258789,70.2300033569336,14800000,70.2300033569336
1975-01-03,71.63999938964844,69.29000091552734,70.2300033569336,70.70999908447266,15270000,70.70999908447266
1975-01-06,72.23999786376953,70.33000183105469,70.70999908447266,71.06999969482422,17550000,71.06999969482422
1975-01-07,71.75,69.91999816894531,71.06999969482422,71.0199966430664,14890000,71.0199966430664
1975-01-08,71.52999877929688,69.6500015258789,71.0199966430664,70.04000091552734,15600000,70.04000091552734
1975-01-09,71.41999816894531,69.04000091552734,70.04000091552734,71.16999816894531,16340000,71.16999816894531
1975-01-10,73.75,71.5999984741211,71.5999984741211,72.61000061035156,25890000,72.61000061035156
1975-01-13,73.80999755859375,71.83000183105469,72.61000061035156,72.30999755859375,19780000,72.30999755859375
1975-01-14,72.69999694824219,71.0199966430664,72.30999755859375,71.68000030517578,16610000,71.68000030517578
1975-01-15,72.7699966430664,70.44999694824219,71.68000030517578,72.13999938964844,16580000,72.13999938964844
1975-01-16,72.93000030517578,71.26000213623047,72.13999938964844,72.05000305175781,17110000,72.05000305175781
1975-01-17,72.36000061035156,70.55999755859375,72.05000305175781,70.95999908447266,14260000,70.95999908447266
1975-01-20,71.45999908447266,69.80000305175781,70.95999908447266,71.08000183105469,13450000,71.08000183105469
1975-01-21,72.04000091552734,70.25,71.08000183105469,70.69999694824219,14780000,70.69999694824219
1975-01-22,71.97000122070312,69.86000061035156,70.69999694824219,71.73999786376953,15330000,71.73999786376953
1975-01-23,73.11000061035156,71.08999633789062,71.73999786376953,72.06999969482422,17960000,72.06999969482422
1975-01-24,73.56999969482422,71.55000305175781,72.06999969482422,72.9800033569336,20670000,72.9800033569336
1975-01-27,76.02999877929688,73.76000213623047,73.76000213623047,75.37000274658203,32130000,75.37000274658203
1975-01-28,77.58999633789062,75.36000061035156,75.37000274658203,76.02999877929688,31760000,76.02999877929688
1975-01-29,78.02999877929688,75.2300033569336,76.02999877929688,77.26000213623047,27410000,77.26000213623047
1975-01-30,78.69000244140625,75.81999969482422,77.26000213623047,76.20999908447266,29740000,76.20999908447266
1975-01-31,77.72000122070312,75.41000366210938,76.20999908447266,76.9800033569336,24640000,76.9800033569336
1975-02-03,78.55000305175781,76.36000061035156,76.9800033569336,77.81999969482422,25400000,77.81999969482422
1975-02-04,78.37000274658203,76.0,77.81999969482422,77.61000061035156,25040000,77.61000061035156
1975-02-05,79.4000015258789,76.80999755859375,77.61000061035156,78.94999694824219,25830000,78.94999694824219
1975-02-06,80.72000122070312,78.08999633789062,78.94999694824219,78.55999755859375,32020000,78.55999755859375
1975-02-07,79.12000274658203,77.0,78.55999755859375,78.62999725341797,19060000,78.62999725341797
1975-02-10,79.4000015258789,77.7699966430664,78.62999725341797,78.36000061035156,16120000,78.36000061035156
1975-02-11,79.06999969482422,77.37999725341797,78.36000061035156,78.58000183105469,16470000,78.58000183105469
1975-02-12,80.20999908447266,77.94000244140625,78.58000183105469,79.91999816894531,19790000,79.91999816894531
1975-02-13,82.52999877929688,79.9800033569336,79.9800033569336,81.01000213623047,35160000,81.01000213623047
1975-02-14,82.33000183105469,80.12999725341797,81.01000213623047,81.5,23290000,81.5
1975-02-18,82.44999694824219,80.16000366210938,81.5,80.93000030517578,23990000,80.93000030517578
1975-02-19,81.94000244140625,79.83000183105469,80.93000030517578,81.44000244140625,21930000,81.44000244140625
1975-02-20,82.77999877929688,80.81999969482422,81.44000244140625,82.20999908447266,22260000,82.20999908447266
1975-02-21,83.55999755859375,81.72000122070312,82.20999908447266,82.62000274658203,24440000,82.62000274658203
1975-02-24,82.70999908447266,80.87000274658203,82.62000274658203,81.44000244140625,19150000,81.44000244140625
1975-02-25,81.08999633789062,79.05000305175781,81.08999633789062,79.52999877929688,20910000,79.52999877929688
1975-02-26,80.88999938964844,78.91000366210938,79.52999877929688,80.37000274658203,18790000,80.37000274658203
1975-02-27,81.63999938964844,80.05999755859375,80.37000274658203,80.7699966430664,16430000,80.7699966430664
1975-02-28,82.0199966430664,80.06999969482422,80.7699966430664,81.58999633789062,17560000,81.58999633789062
1975-03-03,83.45999908447266,81.31999969482422,81.58999633789062,83.02999877929688,24100000,83.02999877929688
1975-03-04,85.43000030517578,82.8499984741211,83.02999877929688,83.55999755859375,34140000,83.55999755859375
1975-03-05,84.70999908447266,82.16000366210938,83.55999755859375,83.9000015258789,24120000,83.9000015258789
1975-03-06,84.16999816894531,81.94000244140625,83.9000015258789,83.69000244140625,21780000,83.69000244140625
1975-03-07,85.13999938964844,83.25,83.69000244140625,84.30000305175781,25930000,84.30000305175781
1975-03-10,85.47000122070312,83.43000030517578,84.30000305175781,84.94999694824219,25890000,84.94999694824219
1975-03-11,85.88999938964844,83.80000305175781,84.94999694824219,84.36000061035156,31280000,84.36000061035156
1975-03-12,84.7300033569336,82.87000274658203,84.36000061035156,83.58999633789062,21560000,83.58999633789062
1975-03-13,84.26000213623047,82.5199966430664,83.58999633789062,83.73999786376953,18620000,83.73999786376953
1975-03-14,85.43000030517578,83.5,83.73999786376953,84.76000213623047,24840000,84.76000213623047
1975-03-17,86.5199966430664,84.38999938964844,84.76000213623047,86.01000213623047,26780000,86.01000213623047
1975-03-18,87.08000183105469,84.75,86.01000213623047,85.12999725341797,29180000,85.12999725341797
1975-03-19,85.16999816894531,83.43000030517578,85.12999725341797,84.33999633789062,19030000,84.33999633789062
1975-03-20,85.30000305175781,83.0199966430664,84.33999633789062,83.61000061035156,20960000,83.61000061035156
1975-03-21,84.11000061035156,82.5199966430664,83.61000061035156,83.38999938964844,15940000,83.38999938964844
1975-03-24,82.38999938964844,80.5999984741211,82.38999938964844,81.41999816894531,17810000,81.41999816894531
1975-03-25,82.66999816894531,80.08000183105469,81.41999816894531,82.05999755859375,18500000,82.05999755859375
1975-03-26,84.23999786376953,82.16000366210938,82.16000366210938,83.58999633789062,18580000,83.58999633789062
1975-03-27,84.87999725341797,83.04000091552734,83.58999633789062,83.8499984741211,18300000,83.8499984741211
1975-03-31,84.62000274658203,82.83999633789062,83.8499984741211,83.36000061035156,16270000,83.36000061035156
1975-04-01,83.58999633789062,81.9800033569336,83.36000061035156,82.63999938964844,14480000,82.63999938964844
